Date,Message
23.01.2025 04:35:28 UTC+03:00,
23.01.2025 04:35:40 UTC+03:00,
23.01.2025 15:16:32 UTC+03:00,"я у чела 10 лет назад в первом классе украл фигурку лего стар варс, прости меня пожалуйста 🙏🙏"
23.01.2025 15:16:36 UTC+03:00,
23.01.2025 17:41:43 UTC+03:00,
23.01.2025 17:41:48 UTC+03:00,Кто шарит досихпор за него.?
23.01.2025 17:41:54 UTC+03:00,кто девушка давида 9И?
23.01.2025 17:41:58 UTC+03:00,Кто надристал?
23.01.2025 18:00:30 UTC+03:00,https://t.me/c/2455368652/872батя твой надристал отьебитесь от людей никто не виноват что вам подобного и близко не светит
23.01.2025 18:00:46 UTC+03:00,"у кого алгебру или английский ведет татьяна петровна, скажите, куда она пропала 🙏🙏"
23.01.2025 18:03:16 UTC+03:00,А правда что у Саши Зюбина и Алены Зайцевой уже был первый поцелуй??
23.01.2025 18:03:26 UTC+03:00,https://t.me/c/2455368652/873в общественных местах можно было бы и воздержаться от телячьих нежностей
23.01.2025 18:05:36 UTC+03:00,https://t.me/c/2455368652/873всем похуй
23.01.2025 18:42:50 UTC+03:00,https://t.me/c/2455368652/876ты долбаеб конченый
23.01.2025 18:42:58 UTC+03:00,"как называются спортивные костюмы, которые за негров?????????? 🤨🤨🤨🤨🤨🤨🤨🤨🤨🤨🤨"
23.01.2025 18:44:21 UTC+03:00,"https://t.me/c/2455368652/878так он факт сказал, в чем проблема после школы встретится и хоть облить друг друга слюнями, лол"
23.01.2025 19:53:02 UTC+03:00,"https://t.me/c/2455368652/879Denim tearsБренд использует одежду в качестве носителя для выражения взглядов и сознания черных популяций, а также несет черную уличную культуру."
23.01.2025 19:53:18 UTC+03:00,"https://t.me/c/2455368652/880Ебануться, какая нахуй логика? Тогда съебись нахуй со школы, когда будет матом ругаться и ебать свои одноразки"
23.01.2025 19:53:44 UTC+03:00,"https://t.me/c/2455368652/880Как будто они нихуя никому не мешают. Лучше бы вы так ебали в жопу парьщиков ебаных, которые все этажи своим ёбаным запахом поливают"
23.01.2025 19:54:09 UTC+03:00,"https://t.me/c/2455368652/880И мне насрать, что сейчас на моих 2 ранее сообщениях наставят клоунов блять или другую залупу. Я знаю, что адекватный человек скорее всего эту парашу из анонимок не читает. 60+ знакомств нахуй"
23.01.2025 19:55:56 UTC+03:00,https://t.me/znakomstva1474
23.01.2025 19:56:07 UTC+03:00,https://t.me/c/2455368652/883нос закрой дебил и все
23.01.2025 20:22:12 UTC+03:00,"https://t.me/c/2455368652/882бля лучше нюхать ебучие одноразки чем смотреть как ряхова с тобой обжимается, противно пиздец"
23.01.2025 20:22:18 UTC+03:00,Это кто
23.01.2025 21:16:06 UTC+03:00,накидайте битов
24.01.2025 11:08:55 UTC+03:00,Почему 7ми классники стали появляться в подслушке? Тут раньше были 9/11 (Иногда 8)
24.01.2025 11:09:07 UTC+03:00,
24.01.2025 11:09:15 UTC+03:00,алиев кто по нации? ниче такой))
24.01.2025 11:09:24 UTC+03:00,"люди которые здесь сидят займитесь своей жизнью, сплетники ебучие"
24.01.2025 11:10:13 UTC+03:00,
24.01.2025 12:01:58 UTC+03:00,"Кто то потерял заколку на 1 этаже, лежит на охране"
24.01.2025 17:01:22 UTC+03:00,
24.01.2025 17:01:40 UTC+03:00,"товарищи из 33б, что это за хуйня? очень смешно накидать бумаги с мусором в одну кабинку, а в другой выключить свет. подумайте хотя бы не о учеников, а об работе уборщиц. я не знаю, какие классы это сделали, но в 33б учатся восьмые, девятые классы и один 7 класс. что за хуйню вы творите с туалетами?"
24.01.2025 17:01:44 UTC+03:00,
24.01.2025 17:01:51 UTC+03:00,Кто потерял значок с медиком?Отнесли на охрану 😌
24.01.2025 17:02:04 UTC+03:00,
24.01.2025 19:46:01 UTC+03:00,от лупоглазой красноволосой девочки из медиа 10 воняет пиздец девки
24.01.2025 19:46:58 UTC+03:00,"Привет, Россия! Дорогие школьники! Мы с SHAMAN хотим приехать в одну из школ России с автограф-сессией, концертом и секретным суперпризом. А вот в какую именно школу мы приедем – зависит только от вас!Пишите комментарии с номерами своих школ под этим постом с помощью бота  schoollottery_bot. Потом мы вместе вытащим из лотерейного барабана номер школы, куда вскоре и приедем! Поехали 🚀"
24.01.2025 19:47:04 UTC+03:00,киньте пожалуйста ответы на дистанционные военные сборы плиз
24.01.2025 19:48:49 UTC+03:00,@schoollottery_bot
24.01.2025 23:55:27 UTC+03:00,https://youtube.com/shorts/fCdJlz8Ow3k?si=hn27TjQjUDJnP6o5
24.01.2025 23:55:47 UTC+03:00,10 классы едут на присягу?
25.01.2025 16:00:29 UTC+03:00,"Подскажите пожалуйста, где тут неподалеку есть поля с газоном, без аренды просто играть?🙏🙏"
25.01.2025 16:00:42 UTC+03:00,https://t.me/c/2455368652/905Я один готов с пулеметом от ее хейтеров отстреливаться?
25.01.2025 16:51:37 UTC+03:00,https://t.me/c/2455368652/905дайте фото
25.01.2025 16:51:42 UTC+03:00,https://t.me/c/2455368652/905Которая? в медиа все воняют
25.01.2025 16:51:50 UTC+03:00,"лупоглазая рыжая дура,отъебись от всех уже,заебала липнуть ко всем 🙏🙏🙏"
25.01.2025 17:38:47 UTC+03:00,"накуренная рыжая хуйня с медиа ты всех заебла уже, не разговаривай ни с кем пожалуйста"
26.01.2025 00:21:03 UTC+03:00,"кто нибудь кто делал хим завивку/био завивку,посоветуйте где сделать и стоит ли вообще"
26.01.2025 12:23:46 UTC+03:00,"https://t.me/c/2455368652/916Тогда перестаньте в лицо ей улыбаться, а за спиной такую хуйню писать."
26.01.2025 12:23:55 UTC+03:00,"Срочно, кто из 9 сдавал зачет у петра по биологии по пищеварительной?Есть ответы пожалуйста"
26.01.2025 13:32:52 UTC+03:00,"https://t.me/c/2455368652/919Ее и так все игнорируют максимально, буквально убегают от нее, никто ей в лицо не улыбается.."
26.01.2025 20:50:59 UTC+03:00,"У кого есть амнямы из вкусно и дрочка, готов за 200 взять"
27.01.2025 00:27:41 UTC+03:00,ваши любимые шипы 1474?
27.01.2025 00:27:51 UTC+03:00,Потписон?
27.01.2025 00:27:55 UTC+03:00,
27.01.2025 07:35:15 UTC+03:00,https://t.me/c/2499435707/9237Хамстер и грiмфi
27.01.2025 11:34:43 UTC+03:00,https://t.me/c/2455368652/923Вова Новичков и Петрова Вера
27.01.2025 11:35:28 UTC+03:00,Хамсэр+Гришаня
27.01.2025 11:35:36 UTC+03:00,"кто забыл ключи на кресле, Зеленоградск 33б, напротив 302 кб"
27.01.2025 11:36:20 UTC+03:00,
27.01.2025 11:36:33 UTC+03:00,https://t.me/c/2499435707/9237Амням и амнямиха
27.01.2025 11:48:19 UTC+03:00,https://t.me/c/2455368652/923эмма и раст
27.01.2025 11:48:24 UTC+03:00,эпик
27.01.2025 12:22:52 UTC+03:00,Лп
27.01.2025 19:42:55 UTC+03:00,"Всем привет! Я сегодня случайно потеряла вот такой брелок. Если кто-нибудь найдёт, принесите, пожалуйста, на охрану 🙏"
27.01.2025 19:43:06 UTC+03:00,https://t.me/c/2455368652/923
27.01.2025 19:43:26 UTC+03:00,https://t.me/c/2455368652/933Конченные
27.01.2025 23:54:53 UTC+03:00,https://t.me/c/2455368652/935У кулера валялся на 1
27.01.2025 23:54:59 UTC+03:00,С кем можно на переменах в теннис играть?
27.01.2025 23:55:18 UTC+03:00,🎉 Результаты розыгрыша:Победители:1. Titanus61 (@Titanus61)2. // ani_minions (!)♡ (@ani_minions)3. 💥 (@sonechkb)4. ❦𝔯𝔬𝔱𝔱𝔦𝔫𝔤 𝔣𝔩𝔢𝔰𝔥 ☠︎︎🕸/༝༚༝༚/☣ (°ロ°) 💥╾━╤ デ ╦︻ ⋆༺𓆩☠︎︎𓆪༻⋆ ִֶָ. ִֶָ. . (@Barabanchik_2)Проверить результаты
28.01.2025 07:17:04 UTC+03:00,Какой рост у высокого мальчика из 9Л?
28.01.2025 12:22:08 UTC+03:00,
28.01.2025 12:23:59 UTC+03:00,самая красивая и лучшая пара 1474
28.01.2025 12:25:01 UTC+03:00,https://t.me/c/2455368652/941там кп серьезных парней
28.01.2025 12:30:59 UTC+03:00,https://t.me/c/2455368652/944Ему 12 лет?
28.01.2025 12:31:11 UTC+03:00,Кто-то знает Макарова Артема?Из какого он класса😧
28.01.2025 13:00:07 UTC+03:00,пара года
28.01.2025 13:00:13 UTC+03:00,Felep какашка
28.01.2025 13:13:55 UTC+03:00,Ну мояшкины😊❤️
28.01.2025 13:54:27 UTC+03:00,Ну мои!!!😊❤️ Лев и красивая тигрица🙈❤️
28.01.2025 16:13:59 UTC+03:00,9 Б ущербы лютые такие тупые
28.01.2025 16:14:07 UTC+03:00,https://t.me/c/2499435707/9591Так Злата сейчас с федей встречаются
28.01.2025 16:14:14 UTC+03:00,Срочно! Кто нибудь видел повер банк и зарядку (шнур и зарядный блок) на Зеленоградской 33 б?? Если найдёте то отдайте на охрану пожалуйста
28.01.2025 17:31:46 UTC+03:00,"Да идите нахуй со своими парами, любовью идите лично обсуждайте"
28.01.2025 18:42:00 UTC+03:00,"девятиклассники у которых в прошлом году географию вела Алимова Асия Равильевна, обращение к вам. мы в следующий понедельник пишем контрольную по первому полугодию. если вы в прошлом году писали такую работу киньте пожалуйста вопросы из теста или ссылку на тест. заранее спасибо."
28.01.2025 18:55:52 UTC+03:00,Скиньте самостоятельную по ОБЖ 9 класс у Комарова плиз🙏
28.01.2025 21:53:42 UTC+03:00,https://t.me/c/2455368652/959не скидывайте этому гандону ничего
28.01.2025 21:53:58 UTC+03:00,"что за мрази у нас обитают на 20а, у моего кента в прошлом году сперли несколько шевронов с рюкзака, у меня тоже 2 шеврона стянули, нахуй вам  шевроны, которые крепятся на липучку, если вам их некуда крепить, что за сын скотины их у себя дома собирает?"
29.01.2025 13:00:04 UTC+03:00,
29.01.2025 13:00:09 UTC+03:00,"Sigma, sigma boy, sigma boy, sigma boyКаждая девчонка хочет танцевать с тобойSigma, sigma boy, sigma boy, sigma boyЯ такая вся, что добиваться будешь годSigma, sigma boy, sigma boy, sigma boyКаждая девчонка хочет танцевать с тобойSigma, sigma boy, sigma boy, sigma boyЯ такая вся, что добиваться будешь год"
29.01.2025 13:02:42 UTC+03:00,Отмените грушу пожалуйста
29.01.2025 13:35:46 UTC+03:00,
29.01.2025 13:36:09 UTC+03:00,
29.01.2025 14:12:44 UTC+03:00,"https://t.me/c/2455368652/967Без ""З"". Просто УРНА"
29.01.2025 14:12:51 UTC+03:00,"ребята, вы не знаете будет ли тест на наркотики у всех 9тых классов?"
29.01.2025 15:01:05 UTC+03:00,"https://t.me/c/2455368652/969ну вот у нас был я че то принимала , у меня не выявтли ничего"
29.01.2025 15:01:09 UTC+03:00,"К уставу школы есть вопросы(кому интересно почитать, то вбейте в гугл ""устав 1474"", зайдите на сайт школы и выберите ""правила внутреннего распорядка обучающихся"")"
29.01.2025 15:05:09 UTC+03:00,"10-11 классы, устное собеседование сложно сдавать?"
29.01.2025 15:10:12 UTC+03:00,"устав школы безобразно написан. противоречит сам себе, а учителя клали хуй на весь устав. после больничного 2-3 не могут поставить, учителя не могут задерживать урок на перемене, учителя не имеют права поднимать голос на учащихся"
29.01.2025 16:36:12 UTC+03:00,"Ребят, никто не находил на 20А пакет озона, в котором форма? (Там белое худи без рукавов, штаны, светло-жёлтая футболка и шорты того-же цвета.)Уже 2-3 неделю ищу, не могу найти (на охране не видела)"
29.01.2025 17:13:11 UTC+03:00,"https://t.me/c/2455368652/97Вы чо угараете? Да не один учитель полностью устав не знает, он написан чисто для галочки чтоб потом если проверка приедет то все было нормально.Учителям в этом уставе выгодны только пункты в свою пользу, ни один учитель тебе не сможет аргументировать почему он нарушает устав."
29.01.2025 19:30:40 UTC+03:00,"☃️ У тебя новое анонимное сообщение!https://t.me/c/2455368652/97Вы чо угараете? Да не один учитель полностью устав не знает, он написан чисто для галочки чтоб потом если проверка приедет то все было нормально.Учителям в этом уставе выгодны только пункты в свою пользу, ни один учитель тебе не сможет аргументировать почему он нарушает устав.Согласна но тогда пусть не удивляются что у их школы низкий рейтинг"
29.01.2025 19:30:45 UTC+03:00,"есть фото контрольной по английскому? 9 класс, томара сергеевна🥹🥹"
30.01.2025 08:00:26 UTC+03:00,https://t.me/c/2455368652/617я б ему вдул
30.01.2025 08:00:50 UTC+03:00,"мальчики 9Э класс, вы заебали идти обедать не в свою перемену, так ещё лезть вперед.пиздуйте после 6 урока"
30.01.2025 08:11:50 UTC+03:00,"https://t.me/c/2455368652/979слыш , нахуй сходи да"
30.01.2025 09:09:40 UTC+03:00,"https://t.me/c/2455368652/969Тот же вопрос про 10е, невовремя суки проверять начали"
30.01.2025 10:40:05 UTC+03:00,https://t.me/c/2455368652/979поплачь
30.01.2025 10:40:12 UTC+03:00,накурились на фотосессии
30.01.2025 12:00:54 UTC+03:00,
30.01.2025 12:01:04 UTC+03:00,Ответы на самостоятельную по ОБЖ у КомароваВВБВ БВВроде так
30.01.2025 16:12:16 UTC+03:00,😃😃😃
30.01.2025 18:13:08 UTC+03:00,
30.01.2025 19:35:00 UTC+03:00,https://t.me/c/2455368652/98
30.01.2025 21:22:51 UTC+03:00,
30.01.2025 21:22:55 UTC+03:00,"давайте поизнаем уже, что яковлев(наушник) - позор 9е класса и школы в целом, сделай уже сальтуху с крыши убежище ебаное"
30.01.2025 21:26:17 UTC+03:00,"Вы все здесь нахуй долбаебы. Прыгныте с крыши все, пж)"
30.01.2025 21:26:23 UTC+03:00,https://t.me/c/2455368652/992Могли бы хоть фотку норм взять. А не фотошоп на фоне травы
30.01.2025 21:27:57 UTC+03:00,скиньте свои фотки пж. Желательно без одежды!
30.01.2025 21:29:15 UTC+03:00,https://t.me/c/2455368652/994с наушником не сравнится
30.01.2025 21:36:35 UTC+03:00,"https://t.me/c/2455368652/993Господи, хоть кто-то сказал. Он заебал уже, дохуя выебывается, называя всех тупыми, но при этом сам нихуя не может и обижается на то, что его наушником называют"
30.01.2025 21:37:10 UTC+03:00,https://t.me/c/2455368652/993кинуте его фотку
30.01.2025 21:42:13 UTC+03:00,"https://t.me/c/2455368652/999как я понял, это он"
30.01.2025 21:42:32 UTC+03:00,"https://t.me/c/2455368652/993А ты может свой рот закроешь ? Не тебе судить человека. Желать ему смерти самое мерзкое и низкое что мог ты высрать. Все в нашей школе уебанища, начиная с анонимок в сплетнице. Ты сам не лучше раз высрал такую хрень. Поэтому рот свой бы прикрыл"
30.01.2025 21:43:24 UTC+03:00,https://t.me/c/2455368652/1000он стал тысячным постом
30.01.2025 21:44:35 UTC+03:00,"https://t.me/c/2455368652/1001""наушник защищает себя"" ахх момент😭🙏"
30.01.2025 21:44:41 UTC+03:00,наушник письки в рот берет
30.01.2025 21:46:03 UTC+03:00,https://t.me/c/2455368652/1000пиздец че за выблядок
30.01.2025 21:46:16 UTC+03:00,"Уроды Игоря не трогайте, наушник ты лучший"
30.01.2025 21:47:44 UTC+03:00,"https://t.me/c/2455368652/1006Так наушник это же Артем Яковлев, какой Игорь"
30.01.2025 21:51:09 UTC+03:00,МОПСЫ ГОУУУУ РАМСИТЬ
30.01.2025 22:23:24 UTC+03:00,го завтра на 33б все в дагонялки поиграем?
30.01.2025 22:23:30 UTC+03:00,АЙ ДА НАУШНИК😂😂🤣🤣🤣АЙ ДА СУКИН СЫН🤣🤣🤣🤣ЧТО ОН ВЫТВОРЯЕТ🤣🤣😅😅НУ БРАВО👏👏Б-Р-А-В-О!!!👏👏👏
30.01.2025 22:23:36 UTC+03:00,НАУШНИК УБЕЖИЩЕ👿👿👿👿💩💩💩💩
30.01.2025 22:23:45 UTC+03:00,"наушник в каждой жопе затычка, такой же как и все его приятели в принципе. более кринжовой выскочки уже давно не встречал"
30.01.2025 22:23:51 UTC+03:00,наушник лучший.МАТЬ ТВОЮ В КАНАВЕ ЕБАЛ. ТЫ ПИДОРАСИНА ОБЪЕБАНАЯ.УЕБА ТЫ ОДНОКЛЕТОЧНАЯ. МЕДИК ХУЕДИК ПРОФЕССОР!!!! МОЗГИ СВОИ СЕБЕ В ЖОПУ ЗАСУНЬ И ПРОКРУТИ...А БЛЯТЬ....У ТЕБЯ ИХ НЕТ...НУУУ Я ХЗ ДИЛДАК ЗАСУНЬ
30.01.2025 22:23:56 UTC+03:00,"Скажите, а Яковлев это бустер в детстве?"
30.01.2025 22:27:07 UTC+03:00,"Да отвяньте от наушникаОн пиздато поёт, и норм выглядит, и сам по себе тоже норм"
30.01.2025 22:27:24 UTC+03:00,"бригаду, это наушник?"
30.01.2025 23:14:50 UTC+03:00,https://t.me/c/2455368652/1016в точку
30.01.2025 23:14:58 UTC+03:00,можете рассказать вообще что этот наушник сделал?
30.01.2025 23:15:22 UTC+03:00,
30.01.2025 23:16:05 UTC+03:00,"Что вы привязались блять к нему? Вам делать нехер,кроме как унижать других? Ну не нравится он вам,так скажите ему это в лицо,а не в анонимке,клоунады.У нас в школе И ТАК много людей которые могут не нравиться очень многим,которых буллят. Вместо того чтобы забить на них,вы начинаете высказывать свое никому ненужное мнение и унижаете их. Вам нормально? Давайте каждого срать тогда,приятно будет?"
30.01.2025 23:16:15 UTC+03:00,наушник ужасный человек!!!!! он думает только о себе 👿 обсирает за спиной не винных людей! ему только гореть в аду🤬
30.01.2025 23:16:25 UTC+03:00,"https://t.me/c/2455368652/993лучшее сообщение в подслушке, достойно закрепа🤝"
30.01.2025 23:16:47 UTC+03:00,
30.01.2025 23:17:03 UTC+03:00,вы тиктоки наушника видели вообще☠☠☠он как будто из 2020 вылез🙏
30.01.2025 23:17:09 UTC+03:00,"Если что, весь 9е держится на наушнике💯💯💯"
30.01.2025 23:17:14 UTC+03:00,"наушник, че коммы в тт удаляешь, а?)"
30.01.2025 23:17:27 UTC+03:00,админ отправь пожалуйста🙏🏿можете отправить обобщающию работу по Николаю 1 (у Карины Николаевны)
30.01.2025 23:17:37 UTC+03:00,"наушника вообще в прошлом году выгнать из школы хотели, лучше б выгнали этот мусор, а то теперь позориться ходит"
30.01.2025 23:17:47 UTC+03:00,"https://t.me/c/2455368652/1016бля я снимал, это он ,100%"
30.01.2025 23:29:59 UTC+03:00,"https://t.me/c/2455368652/1020, твоё мнение не учитывается, если у тебя нет ядерного оружия"
30.01.2025 23:30:12 UTC+03:00,https://t.me/c/2455368652/1010так он же гей
30.01.2025 23:30:22 UTC+03:00,"https://t.me/c/2455368652/1020а это разве не он человеку смерти желал? если бы не его высеры, всего этого срача бы не было. пусть изолируется, ей богу."
30.01.2025 23:30:34 UTC+03:00,"Артём Яковлев хуеплёт, подсос, гандон, уебан, ш-общительный, долбоёб, конченный, без мамный, сволочь, пидр, уёбище, дебил, урод, тупой!!!! таланта у него ноль как и он сам🤬 ОН УЖАААСНЫЙ🤮🤮🤮🤮 выебываться только умеет"
31.01.2025 08:11:21 UTC+03:00,"А Ребров не лучший друг наушника? Который в 9П, он вообще конченый, попал в 9 айти класс чисто из-за мамы (она у него учитель информатики). Он всем угрожает уже 3 года подряд, но один раз ему дали пизды и он побежал сразу к мамочке"
31.01.2025 08:11:34 UTC+03:00,наушничек зассал
31.01.2025 08:11:39 UTC+03:00,"дорогой артем яковлев, смотри - как много людей тебя не любит, и ты вовсе не ""на расхват"" как ты писал в своей анкете в дайвинчике. я надеюсь, ты подумаешь еще раз - надо ли тебе дальше делать кому то смерти и засирать за спиной. скажу сразу, я тот человек про кого наушник говорил очень приятные слова, и я, конечно же, узнал(а) об этом, и решил(а) напомнить ему где его место. такое жалкое эго - он очень сильно обижался на комментарии по типу venom под своими постами😔 наушника оказалось очень легко сломать, смотрите, как он защищает себя.... ты бы хоть с маленькой буквы писал что ли, твой стиль соо сразу узнать можно) так что подумай еще раз, подумай о каждом человеке которого ты знаешь и сделай выводы."
31.01.2025 08:11:47 UTC+03:00,https://t.me/c/2455368652/1024tev4ikkk его тт
31.01.2025 08:11:51 UTC+03:00,наушник удали себе тикток
31.01.2025 08:11:56 UTC+03:00,кто то писал работу по николаю 1 (Хамина Карина Николаевна) дайте ответы пжлст 🙏🏻
31.01.2025 08:12:06 UTC+03:00,"Кто такой этот ваш Наушник и что он сделал? Я сейчас хочу нормального объяснения, а не просто «хз, родился мб». Если уж вы в анонимке его так обсираете, то можете рассказать, что он такого сделал, что вы его так ненавидите и даже смерти желаете?"
31.01.2025 09:15:50 UTC+03:00,Скиньте пж контрольную томары
31.01.2025 09:15:53 UTC+03:00,Скиньте ссылку на его тгк
31.01.2025 09:30:29 UTC+03:00,Наушник это который очередной ебырь веры?
31.01.2025 09:30:35 UTC+03:00,https://t.me/tev4ikkkkYтгк наушника
31.01.2025 09:55:02 UTC+03:00,Скиньте ответ ы на контрольную по английскому (Судорова)
31.01.2025 09:55:05 UTC+03:00,"Хватит уже оскорблять его, да и принципе всех других тоже.За собой следите лучше и учебной займитесь🥰"
31.01.2025 09:59:04 UTC+03:00,"а че наушника срут? Я не шарю просто, в этом году начала с ним дружить и вроде норм челик"
31.01.2025 10:03:06 UTC+03:00,"А ты завидуешь его таланту?Говоришь так, как будто сам(а) петь умеешь 😨"
31.01.2025 10:04:58 UTC+03:00,https://t.me/c/2455368652/1048Ну так не говорила такого же
31.01.2025 10:05:07 UTC+03:00,https://t.me/c/2455368652/1048талант?) ломающийся голос и непопадание в ноты?) сильно конечно называть это талантом
31.01.2025 10:06:32 UTC+03:00,"https://t.me/c/2499435707/10263Почему, чо он сделал"
